四川省,成都市,成都保利球会,成都市新都区北三环外蜀龙大道西侧
四川省,成都市,成都麓山国际乡村俱乐部,四川成都双流麓山大道二段1号
四川省,攀枝花市,攀枝花红山国际乡村俱乐部,四川攀枝花红格红山国际社区乡村俱乐部
重庆市,江北区,重庆佰富江景高尔夫球场,重庆江北区石马河来鹿寺
重庆市,南岸区,庆隆南山高尔夫球会,重庆南岸区茶园新区玉马路1号
重庆市,北碚区,重庆红鼎高尔夫球会,重庆市北碚区童家溪镇
贵州省,贵阳市,贵州乐湾国际高尔夫俱乐部,贵阳市乌当区东风镇乐湾国际高尔夫俱乐部
贵州省,贵阳市,贵阳高尔夫度假中心球场,贵州贵阳市扎佐镇三元
贵州省,都匀市,贵州紫金山国际高尔夫球会,贵州独山县翠泉森林公园
云南省,昆明市,云南昆明中信嘉丽泽高尔夫俱乐部,云南昆明市嘉丽泽湿地
云南省,昆明市,云南石林国际乡村俱乐部,石林县石林镇三家村石林国际乡村俱乐部
云南省,昆明市,云南昆明温泉高尔夫球场,昆明安宁市温泉镇羊角社区688号
云南省,昆明市,云南华侨城云海谷高尔夫俱乐部,云南昆明市阳宗海风景名胜区
云南省,昆明市,昆明十里云岭高尔夫俱乐部,云南省昆明市宜良县阳宗海东南岸
云南省,昆明市,昆明培星东岸高尔夫俱乐部,云南昆明市环湖东路866号
云南省,昆明市,昆明玉龙湾高尔夫俱乐部,昆明市安宁太平新城玉龙湾景区
云南省,红河市,云南红河州湖泉高尔夫俱乐部,云南红河州弥勒县湖泉生态园南园,
云南省,红河市,云南红河春天高尔夫俱乐部,云南红河州弥勒县弥阳镇湖泉生态园内
云南省,西双版纳市,西双版纳勐巴拉国际高尔夫球会,西双版纳勐海曼兴湖
云南省,西双版纳市,云南西双版纳野象高尔夫球会,云南西双版纳州景洪市大渡岗1号
云南省,保山市,云南腾冲高黎贡国际高尔夫俱乐部,云南腾冲县华严路北延长线苏格兰大道
云南省,保山市,云南腾冲国际高尔夫球会,云南保山腾越镇观景大道1号
广东省,广州市,广东紫云山高尔夫乡村俱乐部,广州增城市新塘镇紫云山高尔夫球会
广东省,广州市,广东从化温泉高尔夫,广东广州市从化温泉镇105国道旁
广东省,佛山市,广东佛山云东海高尔夫球会,广东佛山市三水区云东海高尔夫花园
广东省,佛山市,佛山中信山语湖高尔夫球会,广东佛山市南海里水镇和顺美景大道
广东省,佛山市,广东佛山高尔夫乡村俱乐部,南海广佛公路大沥至谢边高路段
广东省,佛山市,广东佛山南海丹灶高尔夫俱乐部,南海市丹灶镇东西大道
广东省,佛山市,广东佛山大浩湖高尔夫俱乐部,广东南海广佛公路大沥至谢边路高尔夫球场路
广东省,揭阳市,广东揭阳金海湾高尔夫俱乐部,广东惠来县仙庵镇金海湾植物园,
广东省,江门市,广东江门鹤山高尔夫俱乐部,广东省鹤山市共和镇泮坑
广东省,从化市,广东从化从都高尔夫俱乐部,广东从化良口镇温泉养生谷商务会议区从都会议中心,
广东省,阳江市,广东阳江保利南海1号高尔夫球会,广东阳江市海陵岛
广东省,阳江市,广东阳江温泉高尔夫球会,广东阳江市合山镇325国道旁
广东省,阳江市,广东阳江涛景高尔夫俱乐部,广东阳江市阳东县那龙镇
广东省,清远市,广东清远美林湖高尔夫俱乐部,广东清远市清城区山前大道碧桂园假日半岛
广东省,惠州市,广东惠阳候鸟高尔夫俱乐部,广东惠阳大岭镇十二托,
广东省,惠州市,广东惠州巽寮宝兴国际高尔夫球会,惠州市惠东县南部巽寮滨海旅游度假区
广东省,汕尾市,广东汕尾海丽高尔夫球会,广东汕尾市海丰县后门镇
广东省,湛江市,广东湛江鼎龙吉兆湾高尔夫球会,广东湛江市吴川市覃巴镇吉兆湾六鳌度假小区
广东省,梅州市,广东梅州雁鸣湖高尔夫俱乐部,广东梅县雁洋镇南福,
广东省,梅州市,广东梅州麓湖山国际高尔夫球会,广东梅州市梅县南口镇广东麓湖山文化产业园区内
广东省,韶关市,广东韶关银山高尔夫俱乐部,韶关市浈江区韶塘路
广东省,东莞市,广东东莞长安乡村高尔夫俱乐部,广东东莞市长安镇莲花山镇
广东省,潮州市,广东潮州万豪高尔夫俱乐部,广东潮州市安黄公路万豪大道
广东省,汕头市,广东汕头中心高尔夫俱乐部,广东汕头市河浦区河浦大道中斧头山
广东省,肇庆市,广东肇庆臻湖畔岛高尔夫俱乐部,广东肇庆东城南田景观大道臻湖畔岛
广东省,香港特别行政区,香港清水湾高尔夫乡村俱乐部,香港新界西贡清水湾布袋奥第241第227地段
广东省,香港特别行政区,香港滘西洲公众高尔夫俱乐部,香港西贡滘西洲
广东省,香港特别行政区,香港粉岭高尔夫球俱乐部,香港新界粉岭1号
广东省,香港特别行政区,香港愉景湾高尔夫球场,香港大屿山愉景湾山路
广东省,澳门特别行政区,澳门高尔夫乡村俱乐部,澳门路环黑沙马路1918号
广东省,澳门特别行政区,澳门凯撒高尔夫俱乐部,澳门路凼新城近石排湾马路
广西省,柳州市,柳州卧龙湖高尔夫俱乐部,广西柳州市鱼峰区红园路8号
广西省,柳州市,广西柳州凤凰河高尔夫球会,广西柳州市柳江县洛满镇露新路66号
广西省,北海市,广西天隆三千海高尔夫俱乐部,广西北海市银滩西区美景路88号
广西省,梧州市,广西梧州梦都美高尔夫球场,广西梧州市苍梧县龙圩镇大恩村
广西省,防城港市,广西防城港江山半岛高尔夫球会,广西防城港市防城区江山半岛休闲度假区
江西省,新余市,江西仙女湖乡村高尔夫俱乐部,江西新余市仙女湖新码头环湖路
福建省,泉州市,福建泉州聚远高尔夫俱乐部,福建泉州市惠安县黄塘镇聚龙小镇
福建省,莆田市,福建莆田妈祖高尔夫俱乐部,福建莆田市湄洲湾北岸开发区山亭镇体育公园内
福建省,南平市,福建武夷山风景高尔夫俱乐部,福建武夷山国家旅游度假区内
福建省,漳州市,漳州东南花都高尔夫俱乐部,福建漳州市漳浦县官浔镇溪坂村东南花都
福建省,厦门市,厦门白鹭园高尔夫球会,福建厦门湖滨南路99号
福建省,龙岩市,福建龙岩云顶高尔夫乡村球会,福建龙岩市新罗区小池镇北部
海南省,海口市,海口富力红树湾高尔夫俱乐部,海南澄迈县红树林西线高速三林出口
海南省,海口市,海南月亮湾高尔夫球会,海南海口市南海大道西19公里处
海南省,海口市,海南依必朗高尔夫俱乐部,海南琼山市红旗镇道崇管区
海南省,海口市,南洋河源生态高尔夫球场,海南海口大致坡镇
海南省,海口市,海口美浪湾高尔夫俱乐部,海南省澄迈县金马大道88号
海南省,海口市,海口观澜湖5号场,海南海口市观澜湖大道1号
海南省,海口市,海口观澜湖6号场,海南海口市观澜湖大道1号
海南省,海口市,海口观澜湖9号场,海南海口市观澜湖大道1号
海南省,海口市,海口观澜湖10号场,海南海口市观澜湖大道1号
海南省,海口市,海口三公里国际高尔夫俱乐部,海南海口市琼山区府城镇新大洲大道368-1号
海南省,三亚市,海南三亚国际高尔夫俱乐部,海南三亚市天涯镇塔岭管区
海南省,三亚市,海南三亚双圣山高尔夫球会,海南三亚三亚市天涯镇马岭社区居委会马岭
海南省,三亚市,三亚甘什岭森林高尔夫俱乐部,三亚市田独镇甘什岭热带动植物森林旅游区
海南省,三亚市,海南神泉国际高尔夫俱乐部,海南三亚市海棠湾南田温泉旅游城
海南省,三亚市,三亚海棠湾海中海高尔夫俱乐部,三亚市海棠湾青田村薄尾岭
海南省,万宁市,海南康乐园高尔夫球会,海南万宁兴隆康乐园
海南省,万宁市,海南神州半岛高尔夫球会,海南万宁市神州半岛
海南省,万宁市,海南南燕湾高尔夫球会,海南兴隆南燕湾海滨
海南省,万宁市,海南博鳌山钦湾高尔夫俱乐部,海南博鳌亚洲论坛核心规划区
海南省,琼海市,博鳌高尔夫乡村俱乐部,海南琼海市博鳌水城沙坡岛
海南省,琼海市,海南白石岭温泉高尔夫球会,海南琼海市官塘白石岭风景区
海南省,琼海市,博鳌亚洲论坛国际会议中心球会,海南琼海市博鳌水城东屿岛
海南省,陵水市,海南鉴湖湾高尔夫球会,海南陵水县清水湾国际旅游度假区C区
海南省,陵水市,海南香水湾高尔夫俱乐部,海南陵水香水湾度假区B区
海南省,保亭市,海南保亭宁远高尔夫球会,海南保亭县陵保公路40公里处
海南省,儋州市,海南古盐田高尔夫俱乐部,海南儋州市三都镇
海南省,儋州市,儋州海垦蓝洋温泉高尔夫球会,海南儋州市蓝洋温泉度假区
海南省,定安市,南丽湖高尔夫球会,海南定安县南丽湖开发区
海南省,东方市,海南东方牧歌高尔夫俱乐部,海南东方市高坡岭水库旁
